,postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh
988,3419,155,424,34.4,703,536,167,0,146,9,0,23273,"148,947",31.4
989,3420,51,151,29.8,285,208,77,0,45,6,0,8720,"55,807",11.7
990,3423,82,290,27.2,397,299,98,0,79,3,0,9221,"59,015",12.4
991,3424,147,440,30.7,914,612,302,0,135,12,0,18315,"117,215",24.7
992,3427,707,1423,46.5,4146,3528,618,0,662,45,0,31354,"200,664",38.6
993,3428,103,240,35.8,13007,465,323,12219,86,16,1,12366,"79,141",15.2
994,3429,4446,14258,29.3,23668,18835,4833,0,4175,271,0,275296,"1,761,894",339.8
995,3430,43,131,26.0,303,166,137,0,34,9,0,6243,"39,955",8.0
996,3431,678,1664,37.3,3595,2805,790,0,621,57,0,40538,"259,445",52.1
997,3432,38,96,34.4,232,163,69,0,33,5,0,4744,"30,364",6.1
998,3433,46,78,48.7,281,166,115,0,38,8,0,5191,"33,224",6.7
999,3434,850,1951,39.9,4611,3647,964,0,779,71,0,21417,"137,066",27.5
1000,3435,538,1360,35.6,3089,2250,839,0,484,54,0,22336,"142,952",28.7
1001,3437,1516,4947,26.9,9339,6394,2945,0,1333,183,0,35603,"227,862",43.8
1002,3438,312,942,29.2,1997,1253,744,0,275,37,0,4510,"28,862",5.5
1003,3440,254,808,28.3,1330,981,349,0,229,25,0,3175,"20,322",3.9
1004,3441,144,616,19.8,938,547,391,0,122,22,0,2340,"14,975",3.0
1005,3442,1494,3263,41.3,8775,6052,2403,320,1349,144,1,41003,"262,417",52.6
1006,3444,1660,4595,32.6,11357,6456,3410,1491,1497,162,1,70315,"450,017",93.8
1007,3446,223,501,42.7,1017,918,99,0,214,9,0,6190,"39,613",8.3
1008,3447,135,243,51.9,632,531,101,0,126,9,0,6703,"42,897",8.9
1009,3448,243,465,49.2,1154,975,179,0,229,14,0,15662,"100,234",20.9
1010,3450,1480,3948,36.0,6915,4987,1025,903,1422,54,4,76217,"487,790",102.4
1011,3451,1183,2713,41.4,5756,4681,1075,0,1123,60,0,57261,"366,473",76.4
1012,3453,457,787,54.1,2442,1909,533,0,426,31,0,26174,"167,512",34.9
1013,3458,472,1306,33.4,2529,1974,555,0,436,36,0,14627,"93,615",18.8
1014,3460,496,1968,23.5,2787,1823,964,0,462,34,0,1870,"11,966",2.4
1015,3461,993,2863,32.6,4899,3902,997,0,932,61,0,51730,"331,070",66.8
1016,3462,304,671,44.3,1179,1094,85,0,297,7,0,17838,"114,162",23.0
1017,3463,664,1582,40.0,3033,2496,537,0,633,31,0,23593,"150,995",31.5
1018,3464,220,555,36.0,1442,825,617,0,200,20,0,6384,"40,856",8.2
1019,3465,1738,5271,30.8,11325,6646,3039,1640,1622,113,3,129475,"828,642",167.8
1020,3467,282,618,43.2,1424,1151,273,0,267,15,0,18569,"118,843",24.0
1021,3468,76,161,45.3,390,285,105,0,73,3,0,6859,"43,899",8.8
1022,3469,62,155,34.8,374,250,124,0,54,8,0,6669,"42,683",9.0
1023,3472,382,872,42.5,1625,1439,186,0,371,11,0,19289,"123,448",25.7
1024,3475,88,234,36.3,405,354,51,0,85,3,0,12623,"80,787",16.8
1025,3477,176,455,36.9,908,731,177,0,168,8,0,40486,"259,111",54.4
1026,3478,477,1352,32.6,2920,1863,1057,0,441,36,0,42649,"272,954",57.4
1027,3480,290,869,29.8,2108,1191,917,0,259,31,0,53280,"340,990",71.8
1028,3482,47,125,32.8,466,185,281,0,41,6,0,8806,"56,356",11.8
1029,3483,170,407,36.9,1036,694,342,0,150,20,0,14002,"89,612",20.2
1030,3485,57,211,26.5,276,265,11,0,56,1,0,11971,"76,617",17.3
1031,3487,17,43,,86,52,34,0,15,2,0,3679,"23,546",5.3
1032,3488,18,65,26.2,69,57,12,0,17,1,0,4789,"30,652",6.9
1033,3489,9,39,,135,45,90,0,8,1,0,3681,"23,558",5.3
1034,3490,189,695,23.5,257907,735,692,256480,163,25,1,32298,"206,705",47.1
1035,3491,29,71,35.2,160,104,56,0,25,4,0,5940,"38,018",8.7
1036,3494,90,381,16.5,220159,330,653,219176,63,24,3,16996,"108,775",24.7
1037,3496,1023,2848,30.7,8784,4383,3335,1066,875,147,1,96248,"615,986",140.4
1038,3498,886,2068,33.9,8256,3832,3796,628,702,182,2,75124,"480,791",109.8
1039,3500,4241,15357,23.7,32070,18266,13654,150,3637,603,1,324071,"2,074,054",474.7
1040,3501,446,718,45.4,7391,1692,2175,3524,326,119,1,28872,"184,779",42.1
1041,3505,826,1860,38.4,7147,3488,2764,895,714,108,4,67111,"429,509",98.0
1042,3506,3,27,,10,10,0,0,3,0,0,2623,"16,789",3.8
1043,3507,31,73,41.1,151,140,11,0,30,1,0,4998,"31,987",7.3
1044,3509,47,115,38.3,239,198,41,0,44,3,0,4571,"29,256",6.7
1045,3512,70,209,31.1,334,269,65,0,65,5,0,12593,"80,598",18.3
1046,3515,404,826,45.0,2478,1897,581,0,372,32,0,29361,"187,909",39.1
1047,3516,139,333,37.5,815,503,312,0,125,14,0,11949,"76,475",15.9
1048,3517,350,717,44.8,1928,1194,734,0,321,29,0,30521,"195,332",40.7
1049,3518,295,794,35.3,1389,1082,307,0,280,15,0,18556,"118,757",24.7
1050,3520,42,102,40.2,170,140,30,0,41,1,0,3059,"19,579",4.1
1051,3521,137,277,44.8,746,562,184,0,124,13,0,3856,"24,677",4.9
1052,3522,85,165,48.5,413,348,65,0,80,5,0,6883,"44,053",8.8
1053,3523,922,2352,36.9,4779,3599,1180,0,869,53,0,36199,"231,676",48.3
1054,3525,284,673,39.4,2042,1117,585,340,265,18,1,19889,"127,289",28.7
1055,3527,133,421,29.0,743,506,237,0,122,11,0,24008,"153,654",34.6
1056,3529,17,43,,103,83,20,0,15,2,0,5057,"32,364",7.3
1057,3530,22,68,29.4,126,85,41,0,20,2,0,6372,"40,782",9.2
1058,3531,26,82,30.5,117,104,13,0,25,1,0,6714,"42,971",9.7
1059,3533,146,401,31.9,950,529,421,0,128,18,0,19554,"125,144",28.2
1060,3537,192,485,37.1,1328,807,521,0,180,12,0,16593,"106,193",24.0
1061,3540,70,155,41.9,310,245,65,0,65,5,0,7310,"46,785",10.5
1062,3542,32,68,41.2,186,138,48,0,28,4,0,6238,"39,921",9.0
1063,3544,54,128,37.5,328,241,87,0,48,6,0,11693,"74,838",16.9
1064,3546,81,195,39.5,450,352,98,0,77,4,0,13782,"88,204",19.9
1065,3549,445,1490,18.3,238649,1344,6271,231034,273,164,8,64424,"412,314",94.0
1066,3550,4825,21644,20.6,28656,17918,9818,920,4460,362,3,366178,"2,343,538",490.7
1067,3551,5997,13528,40.7,36604,26526,8813,1265,5510,484,3,334432,"2,140,366",446.8
1068,3555,2612,10173,24.4,15598,10347,3695,1556,2485,124,3,164522,"1,052,938",220.3
1069,3556,1968,7291,26.1,9520,7998,1522,0,1901,67,0,106265,"680,097",142.0
1070,3557,148,349,39.0,1277,649,161,467,136,11,1,13457,"86,122",18.0
1071,3558,193,511,36.2,905,734,171,0,185,8,0,10489,"67,131",14.0
1072,3559,73,303,20.5,585,280,305,0,62,11,0,17002,"108,810",24.0
1073,3561,932,2093,39.9,14770,3577,2682,8511,835,95,2,77169,"493,884",109.0
1074,3562,72,125,45.6,714,301,413,0,57,15,0,8529,"54,584",12.0
1075,3563,166,371,40.7,1041,710,331,0,151,15,0,8338,"53,364",11.1
1076,3564,3074,8245,33.5,28678,12992,6449,9237,2763,307,4,51363,"328,721",72.5
1077,3565,16,49,,137,74,63,0,13,3,0,2946,"18,856",3.9
1078,3566,116,273,34.4,991,400,591,0,94,22,0,7929,"50,746",10.6
1079,3567,141,312,33.0,35983,478,1263,34242,103,37,1,12840,"82,177",17.1
1080,3568,599,1400,35.9,4806,2368,2438,0,502,97,0,24775,"158,560",35.7
1081,3570,175,324,51.2,767,661,106,0,166,9,0,15190,"97,214",20.2
1082,3571,76,139,47.5,558,306,252,0,66,10,0,10961,"70,152",14.6
1083,3572,26,70,22.9,501,79,422,0,16,10,0,13857,"88,682",18.5
1084,3573,64,170,30.6,691,241,450,0,52,12,0,13439,"86,010",17.9
1085,3575,154,438,32.0,1271,623,348,300,140,13,1,23909,"153,020",31.9
1086,3576,14,45,,197,61,136,0,11,3,0,3223,"20,625",4.3
1087,3579,1032,2698,34.2,67355,4076,3043,60236,923,108,1,58568,"374,835",84.5
1088,3580,222,504,40.9,1395,907,488,0,206,16,0,13912,"89,038",20.2
1089,3581,42,110,34.5,220,166,54,0,38,4,0,5234,"33,498",7.5
1090,3583,31,86,29.1,285,125,160,0,25,6,0,4163,"26,643",6.0
1091,3584,189,475,32.8,1479,754,725,0,156,33,0,16232,"103,886",23.4
1092,3585,1672,4859,28.5,34085,6503,6295,21287,1385,283,4,134597,"861,418",195.1
1093,3586,126,286,35.3,1020,467,553,0,101,25,0,16295,"104,290",23.5
1094,3588,90,156,51.9,609,386,223,0,81,9,0,2185,"13,984",3.2
1095,3589,55,198,17.2,1087,144,646,297,34,20,1,8407,"53,804",12.1
1096,3590,56,123,35.8,572,212,360,0,44,12,0,5840,"37,373",8.4
1097,3591,33,68,42.6,233,166,67,0,29,4,0,2861,"18,310",4.1
1098,3594,139,249,51.8,733,586,147,0,129,10,0,1812,"11,595",2.6
1099,3595,141,278,48.9,639,565,74,0,136,5,0,2249,"14,394",3.2
1100,3596,18,56,19.6,404,63,341,0,11,7,0,4664,"29,849",6.7
1101,3597,80,197,29.4,1677,285,1192,200,58,21,1,18347,"117,422",26.5
1102,3599,28,78,26.9,766,93,409,264,21,6,1,4838,"30,964",7.0
1103,3607,28,75,28.0,2437,91,408,1938,21,5,2,8462,"54,155",11.4
1104,3608,642,1635,35.8,3804,2580,1224,0,586,56,0,49277,"315,375",66.7
1105,3610,369,673,50.4,2311,1374,937,0,339,30,0,31792,"203,467",45.2
1106,3612,424,1016,38.7,2043,1522,521,0,393,31,0,17346,"111,016",24.5
1107,3614,223,353,55.2,1457,862,595,0,195,28,0,13909,"89,020",19.8
1108,3616,1026,2574,35.7,15576,3945,2471,9160,919,102,5,36463,"233,366",51.4
1109,3617,27,74,29.7,215,94,121,0,22,5,0,3665,"23,457",5.2
1110,3618,156,290,43.8,1293,550,743,0,127,29,0,6153,"39,380",8.7
1111,3620,1590,3231,43.2,10666,5829,4333,504,1396,192,2,38353,"245,459",54.1
1112,3621,466,901,46.1,3231,1774,1457,0,415,51,0,20515,"131,297",28.9
1113,3622,87,197,34.5,753,329,424,0,68,19,0,11519,"73,722",16.2
1114,3623,201,438,40.9,42547,787,480,41280,179,17,5,10412,"66,634",14.7
1115,3624,127,242,43.8,17480,460,434,16586,106,19,2,12169,"77,882",17.2
1116,3629,1388,5093,25.1,8690,5020,2950,720,1279,107,2,105128,"672,819",149.0
1117,3630,4257,15932,24.5,30570,16506,8264,5800,3905,343,9,320844,"2,053,400",459.9
1118,3631,2652,4971,46.8,28421,11508,7125,9788,2326,319,7,189434,"1,212,376",269.8
1119,3633,135,275,44.7,703,500,203,0,123,12,0,10821,"69,254",15.4
1120,3634,376,740,45.0,2564,1586,978,0,333,43,0,28434,"181,980",40.4
1121,3635,133,251,45.0,9179,466,456,8257,113,19,1,7732,"49,487",11.0
1122,3636,1129,2245,45.7,151279,4351,2127,144801,1026,98,5,73698,"471,669",105.0
1123,3637,124,231,42.0,1060,436,624,0,97,27,0,13780,"88,189",19.4
1124,3638,443,917,41.3,3225,1602,1448,175,379,63,1,15236,"97,509",21.5
1125,3639,145,346,37.9,1178,571,607,0,131,14,0,12405,"79,390",17.5
1126,3640,269,381,51.2,3153,922,2231,0,195,74,0,28686,"183,590",40.7
1127,3641,272,538,44.1,2338,1055,892,391,237,34,1,17717,"113,386",25.2
1128,3644,1930,4184,39.7,23453,7527,7230,8696,1662,266,2,109766,"702,499",156.7
1129,3646,131,250,48.8,652,514,138,0,122,9,0,10609,"67,901",15.1
1130,3649,89,218,37.2,8873,372,116,8385,81,7,1,6579,"42,104",9.3
1131,3658,1134,2898,36.3,6141,4485,1541,115,1051,82,1,29870,"191,169",38.3
1132,3659,176,388,41.2,985,730,255,0,160,16,0,9482,"60,686",12.8
1133,3660,1208,3286,33.7,7136,4586,2188,362,1108,98,2,91090,"582,976",123.4
1134,3662,7,269,1.5,73,14,59,0,4,3,0,21659,"138,617",29.5
1135,3663,59,111,45.9,415,238,177,0,51,8,0,5801,"37,126",7.8
1136,3664,265,523,47.6,1455,1139,316,0,249,16,0,16996,"108,774",23.0
1137,3665,96,196,45.9,443,353,90,0,90,6,0,7593,"48,592",10.3
1138,3666,1111,2824,37.0,6123,4134,1989,0,1046,65,0,51864,"331,928",70.0
1139,3669,312,812,36.7,1512,1241,271,0,298,14,0,19294,"123,479",27.4
1140,3670,146,315,44.8,665,612,53,0,141,5,0,11004,"70,423",15.3
1141,3672,1725,4635,34.1,10300,6977,3003,320,1582,142,1,131780,"843,392",184.6
1142,3673,416,781,49.0,102422,1719,455,100248,383,32,1,38573,"246,870",53.7
1143,3675,473,809,53.4,151360,1869,573,148918,432,40,1,32377,"207,210",45.1
1144,3677,2831,9971,26.4,16458,11190,4828,440,2632,197,2,190648,"1,220,146",267.5
1145,3678,1600,2870,49.6,9956,6629,3327,0,1423,177,0,116691,"746,824",162.6
1146,3682,155,252,52.4,964,590,374,0,132,23,0,14732,"94,288",20.2
1147,3683,391,756,49.1,1796,1532,264,0,371,20,0,9576,"61,289",13.1
1148,3685,685,1266,48.4,4351,2683,1668,0,613,72,0,42612,"272,718",58.5
1149,3687,235,417,53.5,1058,887,171,0,223,12,0,981,"6,275",1.3
1150,3688,328,525,57.7,1704,1345,359,0,303,25,0,10656,"68,196",14.6
1151,3690,5091,16881,27.8,31690,21507,8837,1346,4687,399,5,306324,"1,960,475",414.9
1152,3691,2343,4213,49.8,15066,10673,4278,115,2096,246,1,150142,"960,912",202.8
1153,3695,101,193,48.2,531,415,116,0,93,8,0,8143,"52,115",10.9
1154,3697,137,279,45.2,721,535,186,0,126,11,0,9070,"58,046",12.2
1155,3698,251,454,52.4,1156,954,202,0,238,13,0,10021,"64,135",13.5
1156,3699,167,602,25.6,971,689,282,0,154,13,0,13158,"84,213",17.8
1157,3700,297,605,45.1,1810,1181,629,0,273,24,0,18169,"116,281",24.5
1158,3701,304,663,39.7,2153,1209,944,0,263,41,0,26336,"168,548",35.4
1159,3704,9,16,,44,33,11,0,8,1,0,834,"5,335",1.1
1160,3705,68,133,46.6,370,287,83,0,62,6,0,6038,"38,646",7.6
1161,3707,439,979,41.6,2505,1714,533,258,407,31,1,15408,"98,609",19.5
1162,3708,19,36,,99,68,31,0,16,3,0,1946,"12,452",2.5
1163,3709,91,176,46.6,534,347,187,0,82,9,0,8468,"54,197",11.4
1164,3711,147,368,37.8,726,631,95,0,139,8,0,4344,"27,800",5.1
1165,3712,73,225,26.7,733,265,468,0,60,13,0,9061,"57,992",12.0
1166,3713,239,853,26.7,1158,867,291,0,228,11,0,6112,"39,119",8.1
1167,3714,728,1942,35.5,4008,2970,1038,0,689,39,0,25904,"165,787",35.0
1168,3715,75,239,27.6,401,291,110,0,66,9,0,9091,"58,182",12.3
1169,3717,708,1463,44.7,3977,2997,980,0,654,54,0,39520,"252,928",50.7
1170,3718,21,37,,118,89,29,0,19,2,0,2991,"19,145",4.0
1171,3719,123,224,50.4,714,483,231,0,113,10,0,10797,"69,104",14.6
1172,3720,189,674,25.1,1257,784,473,0,169,20,0,16359,"104,700",21.7
1173,3722,1167,2641,36.8,8328,4775,3255,298,973,193,1,28423,"181,908",37.6
1174,3723,706,2814,22.0,4161,2846,1315,0,619,87,0,62057,"397,162",82.3
1175,3725,147,308,43.2,780,591,189,0,133,14,0,14384,"92,055",20.0
1176,3726,98,209,44.0,451,362,89,0,92,6,0,10901,"69,764",15.2
1177,3727,71,142,49.3,281,269,12,0,70,1,0,8559,"54,777",11.9
1178,3728,149,292,49.3,715,635,80,0,144,5,0,8836,"56,549",12.3
1179,3730,2133,4863,40.8,12064,8993,3071,0,1986,147,0,17494,"111,964",24.4
1180,3732,150,273,49.8,813,597,216,0,136,14,0,12862,"82,318",17.9
1181,3733,47,107,40.2,347,190,157,0,43,4,0,5328,"34,099",7.4
1182,3735,112,274,35.4,764,471,293,0,97,15,0,13912,"89,040",19.4
1183,3737,774,2307,29.9,4738,3192,1546,0,690,84,0,22074,"141,273",29.2
1184,3738,38,134,26.1,207,142,65,0,35,3,0,4082,"26,124",5.7
1185,3739,47,135,26.7,409,164,245,0,36,11,0,5282,"33,803",7.1
1186,3740,225,573,36.5,1138,877,261,0,209,16,0,8226,"52,644",10.9
1187,3741,711,2012,31.8,4021,2803,1218,0,640,71,0,35979,"230,264",47.7
1188,3744,108,305,31.8,692,390,123,179,97,10,1,7079,"45,306",9.5
1189,3746,118,189,60.3,509,462,47,0,114,4,0,1129,"7,223",1.5
1190,3747,1133,2120,49.7,5938,4508,1430,0,1054,79,0,21533,"137,811",29.5
1191,3749,585,900,60.4,3061,2288,773,0,544,41,0,23454,"150,103",31.6
1192,3750,3197,6474,46.8,20331,17951,2380,0,3031,166,0,60364,"386,327",74.5
1193,3751,16,116,12.1,150,74,76,0,14,2,0,6111,"39,109",7.8
1194,3752,2522,9486,25.5,13665,10957,2206,502,2416,104,2,125520,"803,327",154.8
1195,3753,573,1316,39.8,3618,3008,610,0,524,49,0,9834,"62,935",12.6
1196,3754,5559,21698,24.6,30499,27134,2991,374,5331,227,1,231477,"1,481,453",297.5
1197,3755,36,103,29.1,233,120,113,0,30,6,0,6313,"40,401",8.1
1198,3756,2072,5673,34.5,11316,9432,1884,0,1957,115,0,17683,"113,169",22.7
1199,3757,1267,3902,29.1,7453,4996,2457,0,1134,133,0,98176,"628,324",126.1
1200,3758,349,824,39.6,1847,1457,390,0,326,23,0,1534,"9,818",2.0
1201,3759,199,381,42.8,1231,727,504,0,163,36,0,12603,"80,660",14.8
1202,3760,66,133,45.1,330,236,94,0,60,6,0,4357,"27,886",5.1
1203,3761,223,480,41.0,1230,899,331,0,197,26,0,13834,"88,538",16.3
1204,3762,20,64,31.2,96,96,0,0,20,0,0,3012,"19,278",3.8
1205,3763,316,793,37.1,1566,1213,353,0,294,22,0,3412,"21,836",4.4
1206,3764,1354,4478,27.9,7461,5758,1703,0,1249,105,0,25837,"165,356",33.1
1207,3765,652,2421,25.4,3480,2627,853,0,614,38,0,46076,"294,883",54.4
1208,3766,98,559,17.0,464,431,33,0,95,3,0,8046,"51,493",9.5
1209,3767,63,540,10.9,347,254,93,0,59,4,0,9243,"59,157",10.9
1210,3770,465,1188,32.2,3956,1706,2250,0,383,82,0,52714,"337,368",62.0
1211,3775,600,1644,31.8,4047,2257,1590,200,523,76,1,29159,"186,617",34.3
1212,3777,1445,5027,26.6,8568,5482,2716,370,1338,106,1,28355,"181,469",33.3
1213,3778,41,97,42.3,192,192,0,0,41,0,0,4540,"29,056",5.3
1214,3779,128,274,42.3,893,552,341,0,116,12,0,1816,"11,621",2.4
1215,3781,425,1675,23.9,2073,1762,311,0,401,24,0,30118,"192,756",35.4
1216,3782,840,2979,26.0,4335,3294,1041,0,774,66,0,66169,"423,478",77.8
1217,3783,334,938,32.3,1915,1335,580,0,303,31,0,24804,"158,743",29.2
1218,3785,2,26,,12,12,0,0,2,0,0,524,"3,351",0.6
1219,3786,127,583,19.6,682,513,169,0,114,13,0,11129,"71,225",13.1
1220,3787,57,398,13.6,302,262,40,0,54,3,0,7437,"47,597",8.7
1221,3788,132,834,14.4,751,569,182,0,120,12,0,16325,"104,480",19.2
1222,3789,15,121,9.9,89,43,46,0,12,3,0,2759,"17,660",3.2
1223,3791,119,596,17.6,696,516,180,0,105,14,0,11062,"70,796",13.0
1224,3792,110,391,25.8,582,418,164,0,101,9,0,9643,"61,717",11.3
1225,3793,424,1395,26.3,2867,1581,1286,0,367,57,0,59878,"383,218",70.5
1226,3795,209,434,39.9,1774,789,985,0,173,36,0,57794,"369,879",67.9
1227,3796,940,3742,23.7,4564,3688,876,0,888,52,0,65363,"418,326",77.0
1228,3797,490,1601,28.0,2923,1887,1036,0,449,41,0,39691,"254,022",46.7
1229,3799,767,2851,25.2,3821,3032,789,0,719,48,0,52826,"338,088",62.1
1230,3802,2833,8850,31.4,12925,12148,777,0,2778,55,0,119870,"767,170",141.2
1231,3803,1436,4273,30.0,10472,5731,4591,150,1284,151,1,139853,"895,058",168.1
1232,3804,1118,2758,34.2,7455,4645,2810,0,944,174,0,78349,"501,432",92.3
1233,3805,7222,19221,36.6,35213,31450,3423,340,7030,191,1,311906,"1,996,195",367.5
1234,3806,6190,19001,30.9,32046,26574,5272,200,5873,316,1,297725,"1,905,437",350.8
1235,3807,923,2615,32.7,5301,3970,1131,200,856,66,1,55902,"357,773",65.9
1236,3808,432,980,36.8,2814,1692,1122,0,361,71,0,32543,"208,273",38.2
1237,3809,2499,5252,44.7,16534,13371,2610,553,2347,150,2,78488,"502,326",92.8
1238,3810,6359,24086,24.8,36388,27390,8406,592,5975,382,2,373157,"2,388,202",441.7
1239,3812,327,866,32.1,2530,1240,1290,0,278,49,0,31193,"199,635",36.7
1240,3813,131,339,33.3,1928,494,294,1140,113,17,1,13734,"87,899",16.1
1241,3814,336,878,33.3,2195,1313,882,0,292,44,0,16818,"107,634",19.8
1242,3815,456,1314,31.9,2641,1916,725,0,419,37,0,18781,"120,198",22.1
1243,3816,449,1316,31.3,2861,1795,1066,0,412,37,0,24773,"158,547",29.1
1244,3818,2523,6852,34.6,14371,10048,3092,1231,2373,147,3,154191,"986,823",181.8
1245,3820,2455,7025,32.1,14098,9769,3879,450,2258,195,2,164681,"1,053,958",194.4
1246,3821,522,1179,38.3,3394,2003,1391,0,451,71,0,50601,"323,848",59.5
1247,3822,144,366,35.2,806,529,277,0,129,15,0,11934,"76,376",14.0
1248,3823,407,964,39.0,2321,1599,722,0,376,31,0,14005,"89,635",17.1
1249,3824,708,2226,29.6,3863,2813,1050,0,659,49,0,64187,"410,798",78.8
1250,3825,2899,10920,25.2,14815,11231,3384,200,2751,147,1,187649,"1,200,953",249.2
1251,3831,388,739,49.4,2044,1559,485,0,365,23,0,14463,"92,564",17.0
1252,3832,53,168,26.8,317,189,128,0,45,8,0,5739,"36,732",6.7
1253,3833,67,240,26.2,393,236,157,0,63,4,0,7251,"46,408",9.6
1254,3835,72,200,30.5,569,288,281,0,61,11,0,10857,"69,482",13.3
1255,3840,1994,7896,22.9,12936,7515,5421,0,1807,187,0,207012,"1,324,880",262.4
1256,3842,609,2181,26.7,2964,2422,542,0,583,26,0,34267,"219,311",43.1
1257,3844,3634,13243,25.1,24311,14689,7068,2554,3320,308,6,273630,"1,751,233",345.0
1258,3847,374,1019,33.4,2144,1398,746,0,340,34,0,32764,"209,691",41.2
1259,3850,1731,7007,22.4,11231,6555,3919,757,1569,161,1,2547,"16,304",3.2
1260,3851,1414,4862,27.3,7072,5439,1633,0,1327,87,0,95732,"612,687",120.5
1261,3852,4,10,,116,16,100,0,3,1,0,156,"1,000",0.2
1262,3854,234,568,37.9,1332,1055,277,0,215,19,0,12281,"78,601",15.4
1263,3856,203,424,43.4,1206,779,427,0,184,19,0,6042,"38,670",7.6
1264,3857,85,146,53.4,420,315,105,0,78,7,0,5440,"34,819",6.8
1265,3858,623,1444,38.6,4395,2246,2149,0,557,66,0,49261,"315,268",65.4
1266,3859,173,369,36.0,1690,601,1089,0,133,40,0,17757,"113,644",22.3
1267,3860,1111,3648,28.2,6224,4146,2078,0,1029,82,0,83305,"533,153",105.0
1268,3862,644,1474,41.0,3644,2755,889,0,604,40,0,27695,"177,250",34.8
1269,3864,46,94,43.6,282,168,114,0,41,5,0,4899,"31,352",6.1
1270,3865,119,179,60.3,895,487,408,0,108,11,0,838,"5,363",1.1
1271,3869,322,722,40.3,1729,1312,417,0,291,31,0,12573,"80,469",15.8
1272,3870,285,654,42.0,1207,998,209,0,275,10,0,16273,"104,145",20.4
1273,3871,532,1283,38.3,2896,2085,811,0,491,41,0,22924,"146,711",28.1
1274,3873,73,135,47.4,428,295,133,0,64,9,0,5197,"33,260",6.5
1275,3874,157,421,35.4,833,640,193,0,149,8,0,13663,"87,441",17.2
1276,3875,3142,9883,29.3,19739,12773,5438,1528,2900,238,4,221655,"1,418,589",279.6
1277,3878,290,631,44.1,1488,1277,211,0,278,12,0,12266,"78,503",15.4
1278,3880,868,2817,29.8,4055,3577,478,0,840,28,0,41934,"268,379",52.8
1279,3882,264,564,44.1,1393,1194,199,0,249,15,0,13159,"84,216",16.5
1280,3885,395,953,38.7,1799,1425,374,0,369,26,0,30270,"193,730",38.3
1281,3886,73,180,33.3,499,263,236,0,60,13,0,7020,"44,929",9.4
1282,3887,91,196,35.2,597,309,288,0,69,22,0,5119,"32,758",6.4
1283,3888,648,1916,31.7,3544,2577,817,150,608,39,1,25079,"160,506",33.5
1284,3889,42,174,23.0,207,183,24,0,40,2,0,4960,"31,746",6.6
1285,3890,67,230,26.5,338,239,99,0,61,6,0,8556,"54,756",10.8
1286,3891,43,130,31.5,154,115,39,0,41,2,0,3155,"20,189",4.0
1287,3892,313,1096,27.2,1337,1041,296,0,298,15,0,15605,"99,869",19.8
1288,3893,5,49,,39,28,11,0,4,1,0,996,"6,378",1.3
1289,3895,31,129,21.7,167,131,36,0,28,3,0,5403,"34,582",6.8
