,postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh
2266,6226,234,325,71.1,1181,1143,38,0,231,3,0,10697,"68,462",15.6
2267,6227,178,354,49.7,777,753,24,0,176,2,0,9281,"59,397",13.5
2268,6228,30,73,39.7,161,130,31,0,29,1,0,5121,"32,776",7.5
2269,6229,46,158,12.7,904,106,798,0,20,26,0,24337,"155,757",36.6
2270,6230,7335,20273,35.1,35371,29905,5466,0,7116,219,0,417184,"2,669,976",612.1
2271,6232,2486,5211,47.2,10938,10232,476,230,2458,27,1,83852,"536,651",122.7
2272,6233,4270,9047,46.6,19903,18336,1327,240,4212,57,1,162339,"1,038,968",237.6
2273,6236,526,920,54.6,2648,2219,429,0,502,24,0,43811,"280,392",64.3
2274,6237,632,998,61.0,2979,2566,413,0,609,23,0,41475,"265,442",60.5
2275,6239,1126,2207,47.9,5625,4259,1366,0,1058,68,0,63678,"407,541",93.1
2276,6240,59,64,87.5,288,235,53,0,56,3,0,5069,"32,439",7.4
2277,6243,5,33,,22,22,0,0,5,0,0,2571,"16,456",3.4
2278,6244,247,903,25.6,1209,973,236,0,231,16,0,42542,"272,272",56.4
2279,6251,92,231,33.3,692,343,349,0,77,15,0,9287,"59,437",13.6
2280,6252,23,98,21.4,116,94,22,0,21,2,0,2505,"16,030",3.7
2281,6253,178,443,37.9,789,599,190,0,168,10,0,12660,"81,025",16.8
2282,6254,86,259,32.8,379,358,21,0,85,1,0,5725,"36,639",7.7
2283,6255,820,2206,35.9,3787,3373,414,0,793,27,0,65180,"417,151",86.4
2284,6256,42,192,17.7,283,141,142,0,34,8,0,11029,"70,584",14.6
2285,6258,817,3199,23.4,4824,2963,1861,0,750,67,0,116525,"745,760",155.0
2286,6260,203,762,22.6,1550,688,862,0,172,31,0,32969,"211,000",43.7
2287,6262,134,641,19.0,819,484,335,0,122,12,0,19455,"124,514",25.8
2288,6271,854,1801,46.1,4033,3369,664,0,831,23,0,44486,"284,711",63.5
2289,6275,361,866,39.0,1804,1387,417,0,338,23,0,31249,"199,995",44.5
2290,6280,6168,16220,36.4,31547,25026,6379,142,5910,257,1,56518,"361,718",80.4
2291,6281,1850,5394,32.8,10452,8478,1974,0,1768,82,0,97315,"622,817",142.8
2292,6282,508,1105,41.4,2976,1997,979,0,458,50,0,25271,"161,731",37.0
2293,6284,461,1443,30.1,2857,2211,646,0,434,27,0,32542,"208,267",46.4
2294,6285,1557,5147,28.3,8901,6635,2116,150,1455,101,1,102300,"654,719",145.9
2295,6286,190,360,45.3,1333,733,451,149,163,26,1,17215,"110,174",23.7
2296,6288,105,299,29.8,711,378,333,0,89,16,0,13544,"86,684",18.7
2297,6290,351,1540,22.1,1659,1372,287,0,340,11,0,29669,"189,881",41.0
2298,6302,886,1980,43.4,4212,3548,664,0,860,26,0,79597,"509,418",115.6
2299,6304,466,889,51.5,1891,1731,160,0,458,8,0,48577,"310,894",70.4
2300,6306,194,502,36.9,1015,796,219,0,185,9,0,38437,"245,996",54.6
2301,6308,321,792,38.5,1668,1388,280,0,305,16,0,48791,"312,265",69.3
2302,6309,72,137,48.9,397,294,103,0,67,5,0,10207,"65,324",14.5
2303,6311,115,267,41.2,513,430,83,0,110,5,0,19089,"122,173",26.8
2304,6312,660,2222,27.9,3404,2613,791,0,620,40,0,77634,"496,855",109.2
2305,6313,49,167,28.1,222,200,22,0,47,2,0,9789,"62,650",13.7
2306,6315,359,1006,34.5,2102,1382,325,395,347,11,1,56406,"360,996",79.2
2307,6316,73,176,40.9,290,275,15,0,72,1,0,13713,"87,766",19.2
2308,6317,479,1795,25.2,2341,1815,526,0,452,27,0,73280,"468,991",103.3
2309,6318,67,236,26.3,327,265,62,0,62,5,0,15758,"100,850",22.1
2310,6320,71,260,23.8,419,284,135,0,62,9,0,21433,"137,172",30.1
2311,6321,46,222,19.4,237,187,50,0,43,3,0,19951,"127,688",28.0
2312,6322,42,131,29.0,225,161,64,0,38,4,0,8290,"53,059",10.5
2313,6323,178,547,31.4,809,725,84,0,172,6,0,21109,"135,099",26.6
2314,6324,468,1650,26.3,2448,1812,636,0,434,34,0,71405,"456,994",90.1
2315,6326,71,211,32.7,289,264,25,0,69,2,0,16778,"107,380",21.2
2316,6327,41,122,33.6,171,171,0,0,41,0,0,7221,"46,216",9.1
2317,6328,49,241,19.1,238,188,50,0,46,3,0,19436,"124,391",24.5
2318,6330,4149,18582,21.6,19759,15681,3878,200,4008,140,1,424157,"2,714,606",537.3
2319,6333,1009,3517,27.6,4873,3771,1102,0,969,40,0,91065,"582,814",115.0
2320,6335,117,390,27.9,642,501,141,0,109,8,0,22022,"140,941",31.0
2321,6336,49,200,23.5,240,212,28,0,47,2,0,18574,"118,873",26.1
2322,6337,44,292,13.7,256,186,70,0,40,4,0,23489,"150,329",33.0
2323,6338,105,609,15.6,611,427,184,0,95,10,0,30649,"196,155",38.7
2324,6341,31,162,15.4,214,122,92,0,25,6,0,2884,"18,459",4.1
2325,6343,20,122,14.8,108,78,30,0,18,2,0,1583,"10,130",2.2
2326,6346,51,386,12.2,349,205,144,0,47,4,0,33628,"215,220",45.8
2327,6348,128,722,16.5,619,424,195,0,119,9,0,18134,"116,057",24.8
2328,6350,62,192,28.6,331,217,114,0,55,7,0,9118,"58,356",12.8
2329,6351,5,35,,24,24,0,0,5,0,0,4216,"26,982",5.9
2330,6352,26,115,20.0,209,116,93,0,23,3,0,8443,"54,032",11.8
2331,6353,120,446,24.7,711,541,170,0,110,10,0,21631,"138,438",30.3
2332,6355,61,272,19.5,412,290,122,0,53,8,0,33052,"211,534",46.5
2333,6356,19,74,21.6,119,80,39,0,16,3,0,9624,"61,592",13.2
2334,6357,10,47,,50,38,12,0,9,1,0,5781,"36,999",8.1
2335,6358,5,63,6.3,40,24,16,0,4,1,0,7132,"45,647",10.0
2336,6359,60,181,27.1,457,233,224,0,49,11,0,19565,"125,216",27.5
2337,6361,11,72,13.9,55,42,13,0,10,1,0,5738,"36,722",8.0
2338,6363,20,92,20.7,86,76,10,0,19,1,0,6682,"42,763",9.4
2339,6365,97,339,26.8,469,311,158,0,91,6,0,23859,"152,698",33.6
2340,6367,43,175,20.6,295,167,128,0,36,7,0,14882,"95,243",20.9
2341,6368,11,32,,57,57,0,0,11,0,0,7531,"48,198",10.5
2342,6369,136,383,32.4,877,629,248,0,124,12,0,23832,"152,527",33.5
2343,6370,69,254,26.8,283,262,21,0,68,1,0,9917,"63,470",13.9
2344,6372,28,79,34.2,110,96,14,0,27,1,0,3934,"25,179",5.5
2345,6373,9,48,,49,49,0,0,9,0,0,6774,"43,355",9.5
2346,6375,220,484,43.0,1078,850,228,0,208,12,0,17064,"109,211",23.9
2347,6383,194,500,36.4,1048,657,183,208,182,11,1,31542,"201,869",45.7
2348,6384,4,8,,22,22,0,0,4,0,0,2392,"15,310",3.5
2349,6385,5,24,,31,31,0,0,5,0,0,3361,"21,513",4.9
2350,6386,9,60,15.0,42,42,0,0,9,0,0,5049,"32,311",7.1
2351,6390,338,868,37.2,1798,1526,272,0,323,15,0,38834,"248,540",55.2
2352,6391,140,500,25.2,888,584,304,0,126,14,0,38989,"249,527",55.4
2353,6392,78,279,25.8,380,283,97,0,72,6,0,18713,"119,762",26.2
2354,6393,21,75,28.0,80,80,0,0,21,0,0,5298,"33,906",7.4
2355,6394,35,218,15.1,360,161,199,0,33,2,0,26346,"168,616",37.0
2356,6395,233,755,28.2,1313,878,435,0,213,20,0,45231,"289,480",63.6
2357,6396,30,212,11.8,232,88,144,0,25,5,0,14400,"92,159",19.1
2358,6397,25,75,25.3,193,84,109,0,19,6,0,3727,"23,851",4.7
2359,6398,98,490,18.8,502,356,146,0,92,6,0,13303,"85,140",17.7
2360,6401,1387,3716,34.8,19793,5560,2144,12089,1293,92,2,124400,"796,157",181.0
2361,6403,44,76,55.3,213,162,51,0,42,2,0,3977,"25,454",5.8
2362,6405,48,149,30.9,240,217,23,0,46,2,0,11050,"70,718",16.0
2363,6407,174,447,34.0,1161,722,439,0,152,22,0,27477,"175,850",39.9
2364,6409,48,216,20.4,239,154,85,0,44,4,0,16163,"103,442",23.5
2365,6410,168,461,34.5,858,648,210,0,159,9,0,23925,"153,121",34.9
2366,6411,16,64,23.4,90,78,12,0,15,1,0,5351,"34,249",7.8
2367,6412,10,47,,70,59,11,0,9,1,0,3152,"20,171",4.6
2368,6413,7,44,,35,35,0,0,7,0,0,2324,"14,876",3.4
2369,6414,6,24,,45,21,24,0,5,1,0,2160,"13,825",3.1
2370,6415,505,1469,32.0,135643,1928,722,132993,470,33,2,55801,"357,129",81.5
2371,6418,179,343,49.0,893,665,228,0,168,11,0,19919,"127,483",28.0
2372,6419,11,30,,49,49,0,0,11,0,0,4168,"26,676",5.8
2373,6420,7,57,12.3,29,29,0,0,7,0,0,8363,"53,524",11.7
2374,6421,21,69,30.4,122,122,0,0,21,0,0,6038,"38,644",8.7
2375,6422,4,18,,20,20,0,0,4,0,0,0,0,0.0
2376,6423,67,94,66.0,327,255,72,0,62,5,0,0,0,0.0
2377,6424,8,52,13.5,54,41,13,0,7,1,0,7616,"48,745",11.5
2378,6425,20,46,,132,98,34,0,17,3,0,6319,"40,443",9.5
2379,6426,118,543,20.6,660,568,92,0,112,6,0,32723,"209,424",49.4
2380,6428,15,17,,84,64,20,0,14,1,0,3019,"19,320",4.2
2381,6429,135,606,20.8,864,611,253,0,126,9,0,15063,"96,402",22.8
2382,6430,2085,10255,19.1,12981,9410,3451,120,1956,128,1,223270,"1,428,927",338.8
2383,6431,12,252,4.4,65,55,10,0,11,1,0,20459,"130,936",32.0
2384,6432,730,3451,20.1,4261,3088,885,288,693,35,2,60185,"385,183",91.7
2385,6434,16,50,20.0,6372,47,46,6279,10,3,3,5241,"33,544",7.6
2386,6436,13,53,17.0,181,33,148,0,9,4,0,4039,"25,847",6.1
2387,6437,190,298,62.8,4292,305,24,3963,187,2,1,0,0,0.0
2388,6438,56,359,12.5,478,170,308,0,45,11,0,11361,"72,709",17.9
2389,6440,29,352,4.3,21903,65,312,21526,15,11,3,28463,"182,163",44.6
2390,6442,182,1288,13.3,1334,902,432,0,171,11,0,25682,"164,368",39.0
2391,6443,52,695,6.2,6513,152,264,6097,43,8,1,25399,"162,551",34.6
2392,6445,6,93,3.2,61,17,44,0,3,3,0,10144,"64,922",13.8
2393,6446,7,46,,68,16,52,0,3,4,0,8266,"52,903",11.3
2394,6447,13,98,9.2,104,59,45,0,9,4,0,15732,"100,687",21.4
2395,6448,14,132,9.8,84,68,16,0,13,1,0,11613,"74,324",15.8
2396,6450,966,6403,13.6,9631,3890,1741,4000,874,91,1,227755,"1,457,629",311.1
2397,6460,139,365,35.6,754,585,169,0,130,9,0,17348,"111,030",25.7
2398,6461,92,291,28.9,524,376,148,0,84,8,0,13907,"89,002",20.6
2399,6462,11,85,11.8,63,53,10,0,10,1,0,9083,"58,128",13.4
2400,6463,1,5,,7,7,0,0,1,0,0,1587,"10,158",2.3
2401,6465,7,20,,46,46,0,0,7,0,0,4267,"27,310",6.3
2402,6466,11,45,,87,36,51,0,8,3,0,6257,"40,045",9.2
2403,6467,4,24,,20,20,0,0,4,0,0,3579,"22,903",5.3
2404,6468,36,116,25.0,319,156,163,0,29,7,0,14154,"90,583",22.3
2405,6472,32,188,13.8,252,141,111,0,26,6,0,11199,"71,673",17.6
2406,6473,8,41,,24,24,0,0,8,0,0,4682,"29,964",7.3
2407,6475,65,230,25.2,379,277,102,0,58,7,0,17096,"109,411",25.4
2408,6476,7,25,,39,39,0,0,7,0,0,4476,"28,646",6.6
2409,6477,36,160,20.0,225,153,72,0,32,4,0,11788,"75,441",17.5
2410,6479,102,310,30.3,548,419,129,0,94,8,0,20664,"132,247",30.6
2411,6480,3,13,,13,13,0,0,3,0,0,2465,"15,774",3.6
2412,6484,11,46,,69,58,11,0,10,1,0,2588,"16,565",3.9
2413,6485,97,303,31.4,386,363,23,0,95,2,0,19899,"127,355",28.9
2414,6487,5,30,,20,20,0,0,5,0,0,4630,"29,629",6.7
2415,6488,41,128,30.5,207,176,31,0,39,2,0,9062,"57,996",13.2
2416,6489,13,96,13.5,66,66,0,0,13,0,0,4647,"29,742",6.7
2417,6490,37,124,26.6,190,140,50,0,33,4,0,137,876,0.2
2418,6501,296,382,69.6,1966,1308,658,0,266,30,0,26793,"171,474",39.7
2419,6502,353,552,60.0,1809,1403,406,0,331,22,0,24149,"154,553",35.8
2420,6503,628,1060,50.5,8267,2484,2753,3030,535,92,1,75222,"481,421",111.4
2421,6504,38,95,34.7,222,155,67,0,33,5,0,5749,"36,792",8.5
2422,6505,23,69,30.4,104,77,27,0,21,2,0,6668,"42,676",9.9
2423,6506,19,37,,628,38,590,0,10,9,0,3409,"21,817",5.0
2424,6507,127,286,39.2,1101,478,623,0,112,15,0,24583,"157,330",37.8
2425,6509,13,85,11.8,113,50,63,0,10,3,0,13311,"85,192",19.7
2426,6510,326,1098,27.1,1907,1281,626,0,298,28,0,42605,"272,672",65.7
2427,6511,158,545,27.5,875,661,214,0,150,8,0,10684,"68,376",16.5
2428,6512,11,72,13.9,62,51,11,0,10,1,0,5315,"34,015",8.2
2429,6513,27,104,26.0,134,134,0,0,27,0,0,9648,"61,748",14.8
2430,6514,213,670,30.4,1110,952,158,0,204,9,0,7285,"46,624",11.3
2431,6515,53,211,22.7,286,231,55,0,48,5,0,16396,"104,933",25.1
2432,6516,601,1805,32.0,3436,2891,545,0,577,24,0,34747,"222,382",53.7
2433,6517,83,267,28.8,429,323,106,0,77,6,0,18115,"115,939",28.7
2434,6518,44,244,16.4,338,183,155,0,40,4,0,11728,"75,062",18.1
2435,6519,112,294,36.1,630,522,108,0,106,6,0,21964,"140,571",34.5
2436,6521,88,691,10.7,22500,374,554,21572,74,12,2,17489,"111,929",26.9
2437,6522,105,344,27.6,661,461,200,0,95,10,0,18074,"115,673",28.5
2438,6525,842,1992,41.3,4165,3647,518,0,822,20,0,57822,"370,059",90.1
2439,6528,92,171,49.7,453,361,92,0,85,7,0,8122,"51,983",12.6
2440,6530,5446,15957,33.0,27353,22400,4645,308,5268,176,2,348170,"2,228,289",543.5
2441,6532,1227,3282,36.3,8198,5648,990,1560,1190,36,1,150969,"966,202",235.3
2442,6535,363,1026,33.2,3229,1408,821,1000,341,21,1,39829,"254,907",62.0
2443,6536,339,1472,21.7,1904,1542,362,0,319,20,0,21195,"135,648",33.1
2444,6537,110,1144,7.2,971,354,617,0,82,28,0,14098,"90,226",23.6
2445,6556,440,832,51.3,1988,1798,190,0,427,13,0,23166,"148,263",33.7
2446,6558,160,327,47.4,671,575,96,0,155,5,0,9993,"63,956",14.5
2447,6560,277,740,36.6,1238,1140,98,0,271,6,0,17365,"111,133",25.3
2448,6562,363,622,56.9,1602,1492,110,0,354,9,0,22257,"142,444",32.3
2449,6564,98,166,58.4,389,373,16,0,97,1,0,5816,"37,224",8.4
2450,6566,980,1881,51.0,4007,3630,377,0,960,20,0,56280,"360,194",83.3
2451,6567,120,262,45.0,448,427,21,0,118,2,0,10789,"69,048",16.0
2452,6568,33,130,23.8,185,154,31,0,31,2,0,9538,"61,044",14.1
2453,6569,62,135,42.2,337,277,60,0,57,5,0,11686,"74,792",17.3
2454,6571,8,42,,57,30,27,0,7,1,0,4162,"26,639",6.1
2455,6572,6,26,,29,29,0,0,6,0,0,2908,"18,613",4.3
2456,6574,6,45,,35,23,12,0,5,1,0,5238,"33,523",8.1
2457,6575,16,92,15.2,103,67,36,0,14,2,0,8630,"55,230",13.4
2458,6603,192,628,26.6,1370,815,555,0,167,25,0,35377,"226,412",52.5
2459,6605,1,27,,6,6,0,0,1,0,0,3023,"19,349",4.5
2460,6606,16,130,11.5,76,66,10,0,15,1,0,7745,"49,566",11.4
2461,6608,19,71,25.4,88,78,10,0,18,1,0,6972,"44,624",10.7
2462,6609,153,426,29.8,1157,590,567,0,127,26,0,18689,"119,609",28.9
2463,6612,32,96,28.1,218,123,95,0,27,5,0,12434,"79,578",19.6
2464,6613,9,31,,47,47,0,0,9,0,0,4067,"26,030",6.4
2465,6614,1,19,,7,7,0,0,1,0,0,3676,"23,524",5.7
2466,6616,17,44,,92,72,20,0,16,1,0,3689,"23,611",5.8
2467,6620,56,177,26.6,421,236,185,0,47,9,0,22576,"144,487",35.6
2468,6623,112,402,25.9,667,509,158,0,104,8,0,22839,"146,170",36.0
2469,6625,9,25,,84,34,50,0,6,3,0,5010,"32,062",7.9
2470,6627,7,47,,41,41,0,0,7,0,0,5291,"33,863",8.3
2471,6628,8,17,,31,31,0,0,8,0,0,3728,"23,858",5.8
2472,6630,88,371,21.6,770,367,153,250,80,7,1,23235,"148,701",36.2
2473,6631,6,15,,39,27,12,0,5,1,0,3373,"21,588",5.3
2474,6632,11,26,,63,41,22,0,10,1,0,5064,"32,409",7.9
2475,6635,19,129,10.9,206,78,128,0,14,5,0,11376,"72,805",17.9
2476,6638,56,391,12.5,576,208,166,202,49,6,1,14431,"92,361",23.1
2477,6639,21,78,25.6,95,82,13,0,20,1,0,5072,"32,463",8.1
2478,6640,26,174,14.4,217,117,100,0,25,1,0,8094,"51,801",12.9
2479,6642,77,338,17.8,11790,222,251,11317,60,13,4,0,0,0.0
2480,6646,13,266,2.3,262,29,233,0,6,7,0,15621,"99,973",24.8
2481,6701,400,3733,7.1,4819,1580,3239,0,264,136,0,75148,"480,948",125.5
2482,6705,21,149,12.1,179,100,79,0,18,3,0,0,0,0.0
2483,6707,252,2652,6.4,2867,1040,1827,0,171,81,0,36256,"232,040",58.8
2484,6710,308,978,29.0,3909,1630,1161,1118,284,23,1,15333,"98,130",24.9
2485,6713,72,411,11.4,695,278,417,0,47,25,0,13282,"85,004",22.5
2486,6714,921,8399,8.2,12727,3618,5499,3610,688,229,4,213404,"1,365,786",363.1
2487,6716,6,413,1.5,42,42,0,0,6,0,0,11588,"74,165",19.5
2488,6718,42,337,7.4,706,113,593,0,25,17,0,7758,"49,652",12.7
2489,6720,31,1523,1.2,473,113,360,0,19,12,0,27074,"173,272",44.8
2490,6721,167,2305,5.2,2048,533,1515,0,121,46,0,79634,"509,659",131.7
2491,6722,306,6058,4.4,2426,1273,1153,0,267,39,0,89005,"569,634",145.8
2492,6725,629,6403,6.7,8193,2402,5791,0,430,199,0,107978,"691,058",172.0
2493,6726,228,3112,5.6,2137,1042,1095,0,175,53,0,42716,"273,381",67.5
2494,6728,214,3554,3.3,3436,634,2802,0,116,98,0,39708,"254,132",61.4
2495,6740,39,625,3.5,688,109,579,0,22,17,0,197,"1,262",0.3
2496,6743,340,3542,7.2,3587,1532,2055,0,255,85,0,70208,"449,331",103.8
2497,6751,23,1868,0.5,370,54,316,0,10,13,0,79587,"509,357",128.4
2498,6753,91,2900,1.9,72620,187,1291,71142,56,34,1,116744,"747,159",185.7
2499,6754,4,717,0.4,52,23,29,0,3,1,0,16198,"103,667",26.1
2500,6758,14,66,13.6,165,41,124,0,9,5,0,9566,"61,222",15.2
2501,6760,36,244,12.3,219,113,106,0,30,6,0,13737,"87,915",22.4
2502,6765,31,772,2.3,558,66,292,200,18,12,1,0,0,0.0
2503,6770,35,1470,0.7,784,61,723,0,11,24,0,12103,"77,461",18.7
2504,6798,133,453,25.8,972,704,268,0,117,16,0,0,0,0.0
2505,6799,13,176,6.8,79,66,13,0,12,1,0,0,0,0.0
2506,7000,904,4854,16.9,5926,3225,2296,405,818,85,1,99843,"638,998",124.1
2507,7004,572,2624,21.0,2251,1853,398,0,551,21,0,33760,"216,063",42.0
2508,7005,831,5235,15.0,4022,3241,781,0,783,48,0,66413,"425,045",82.6
2509,7007,298,1447,19.2,1528,1242,286,0,278,20,0,15735,"100,705",19.6
2510,7008,839,4888,16.7,3677,3166,511,0,815,24,0,66022,"422,541",82.2
2511,7009,760,5969,12.1,4283,2621,1254,408,720,39,1,117950,"754,879",148.8
2512,7010,972,7008,13.3,4680,3732,948,0,933,39,0,107352,"687,052",134.1
2513,7011,1059,5647,18.5,4341,4026,315,0,1043,16,0,73545,"470,689",91.6
2514,7012,97,348,26.1,425,340,85,0,91,6,0,7493,"47,958",9.3
2515,7015,847,4914,16.7,3847,3307,540,0,820,27,0,53223,"340,630",62.5
2516,7016,146,1036,14.0,621,592,29,0,145,1,0,13440,"86,017",15.8
2517,7017,789,2491,30.5,3827,3410,417,0,760,29,0,37368,"239,157",43.9
2518,7018,1749,10393,16.1,8332,6889,1443,0,1675,74,0,121296,"776,294",142.8
2519,7019,433,3041,14.0,1964,1857,107,0,427,6,0,30429,"194,748",35.9
2520,7020,344,938,35.5,1654,1506,148,0,333,11,0,20096,"128,613",23.6
2521,7021,232,1059,21.4,1142,1012,130,0,227,5,0,13423,"85,908",15.8
2522,7022,112,481,22.9,491,464,27,0,110,2,0,7696,"49,254",9.0
2523,7023,48,265,17.0,221,186,35,0,45,3,0,3957,"25,323",4.6
2524,7024,77,260,28.8,309,281,28,0,75,2,0,4206,"26,917",4.9
2525,7025,254,828,28.0,1407,1011,396,0,232,22,0,16140,"103,294",18.9
2526,7026,115,393,28.0,544,462,82,0,110,5,0,13864,"88,731",16.7
2527,7027,32,197,16.2,143,143,0,0,32,0,0,4762,"30,480",5.7
2528,7030,1479,7376,19.2,7722,6332,1070,320,1418,60,1,149325,"955,679",180.5
2529,7050,1191,6214,18.7,5750,5031,719,0,1161,30,0,75629,"484,023",94.1
2530,7052,717,3264,21.4,3250,3012,238,0,699,18,0,36138,"231,282",45.0
2531,7053,343,1508,22.0,1505,1374,131,0,332,11,0,18128,"116,020",22.6
2532,7054,1039,3637,27.9,4790,4173,617,0,1013,26,0,61412,"393,034",76.5
2533,7055,59,163,31.3,669,240,429,0,51,8,0,6492,"41,546",8.2
2534,7109,1080,4356,23.5,5808,4395,1413,0,1024,56,0,97143,"621,717",107.9
2535,7112,478,1840,25.4,2111,1838,273,0,467,11,0,29745,"190,370",36.9
2536,7113,153,554,27.3,731,616,115,0,151,2,0,11284,"72,220",12.5
2537,7116,313,1181,25.3,1549,1266,283,0,299,14,0,26411,"169,032",29.4
2538,7117,122,553,20.3,571,441,130,0,112,10,0,10130,"64,832",11.3
2539,7119,4,17,,14,14,0,0,4,0,0,977,"6,250",1.2
2540,7120,176,936,17.7,858,656,202,0,166,10,0,33878,"216,820",40.9
2541,7140,905,5631,15.3,4697,3738,959,0,864,41,0,121347,"776,623",146.7
2542,7150,505,2165,22.4,2173,1881,292,0,486,19,0,33489,"214,332",41.6
2543,7155,174,473,35.9,743,694,49,0,170,4,0,7261,"46,472",9.0
2544,7162,103,275,36.0,467,415,52,0,99,4,0,6548,"41,904",8.1
2545,7163,70,239,27.6,367,303,64,0,66,4,0,3509,"22,455",4.4
2546,7170,653,2123,27.3,4453,2697,1756,0,579,74,0,61798,"395,509",72.9
2547,7171,292,1548,18.2,1355,1212,143,0,282,10,0,17411,"111,429",20.4
2548,7172,396,1895,19.9,1925,1594,331,0,378,18,0,34256,"219,240",40.2
2549,7173,908,3974,22.4,3892,3559,333,0,889,19,0,47947,"306,860",56.3
2550,7174,24,81,28.4,125,114,11,0,23,1,0,2141,"13,701",2.5
2551,7175,21,133,15.0,99,88,11,0,20,1,0,2610,"16,702",3.1
2552,7176,12,64,17.2,61,51,10,0,11,1,0,1574,"10,070",1.8
2553,7177,47,236,18.6,286,212,74,0,44,3,0,5668,"36,276",6.7
2554,7178,54,310,16.5,249,214,35,0,51,3,0,4626,"29,609",5.4
2555,7179,68,416,16.1,273,260,13,0,67,1,0,5629,"36,027",6.6
2556,7180,26,108,23.1,111,98,13,0,25,1,0,2185,"13,985",2.6
2557,7182,42,257,14.0,265,144,121,0,36,6,0,6548,"41,904",7.7
2558,7183,1,31,,3,3,0,0,1,0,0,1392,"8,911",1.6
2559,7184,128,715,17.2,567,477,90,0,123,5,0,12827,"82,096",15.1
2560,7185,19,65,27.7,88,75,13,0,18,1,0,3249,"20,792",3.8
2561,7186,20,247,8.1,92,92,0,0,20,0,0,3429,"21,942",4.0
2562,7187,16,104,13.5,97,67,30,0,14,2,0,2846,"18,216",3.3
2563,7190,587,2700,20.7,3043,2355,688,0,559,28,0,54546,"349,094",66.0
2564,7209,41,257,16.0,159,159,0,0,41,0,0,10206,"65,317",12.3
2565,7210,96,658,14.1,491,385,106,0,93,3,0,16224,"103,834",19.6
2566,7211,8,110,6.4,47,37,10,0,7,1,0,4945,"31,646",6.3
2567,7212,223,917,21.0,2192,772,1173,247,193,29,1,38342,"245,390",49.8
2568,7213,35,158,20.9,152,114,38,0,33,2,0,5889,"37,687",7.3
2569,7214,70,323,21.4,267,257,10,0,69,1,0,10269,"65,718",12.7
2570,7215,623,2864,21.0,2886,2560,326,0,601,22,0,46680,"298,754",57.8
2571,7216,605,2474,23.2,3362,2504,858,0,573,32,0,43498,"278,385",53.7
2572,7248,996,7198,13.0,5998,3893,2105,0,933,63,0,126177,"807,531",159.4
2573,7249,893,5839,14.1,6141,3623,2518,0,821,72,0,96937,"620,400",122.3
2574,7250,4061,19839,19.3,22539,16550,5538,451,3825,234,2,334207,"2,138,924",420.2
2575,7252,437,1542,27.0,2496,1865,328,303,416,20,1,44255,"283,233",59.4
2576,7253,547,2431,21.7,2936,2404,532,0,528,19,0,3207,"20,525",4.4
2577,7254,72,272,25.4,404,269,135,0,69,3,0,8311,"53,190",10.4
2578,7255,225,576,36.1,2977,742,235,2000,208,16,1,0,0,0.0
2579,7256,309,812,31.7,2313,1292,1021,0,257,52,0,29761,"190,472",38.5
2580,7257,2,39,,8,8,0,0,2,0,0,0,0,0.0
2581,7258,125,353,31.4,894,563,331,0,111,14,0,12305,"78,753",15.8
2582,7259,59,197,28.9,250,227,23,0,57,2,0,7321,"46,853",9.4
2583,7260,347,1415,23.0,2069,1391,678,0,326,21,0,49753,"318,420",62.6
2584,7261,36,111,29.7,196,131,65,0,33,3,0,789,"5,052",1.0
2585,7262,225,1526,14.3,1013,843,170,0,218,7,0,25476,"163,049",32.0
2586,7263,61,277,21.7,267,257,10,0,60,1,0,7901,"50,569",10.1
2587,7264,72,876,8.0,374,264,110,0,70,2,0,14355,"91,869",17.7
2588,7265,23,135,16.3,107,97,10,0,22,1,0,5819,"37,239",7.2
2589,7267,114,305,36.4,527,492,35,0,111,3,0,10512,"67,277",13.2
2590,7268,135,430,30.5,619,533,86,0,131,4,0,14286,"91,430",17.9
2591,7270,741,2540,28.2,3240,2844,396,0,717,24,0,21856,"139,877",29.4
2592,7275,464,1450,30.8,2240,1963,277,0,446,18,0,35607,"227,884",47.8
2593,7276,71,258,26.7,286,265,21,0,69,2,0,4437,"28,395",5.6
2594,7277,813,2631,29.4,4358,3532,826,0,774,39,0,48119,"307,964",60.5
2595,7290,211,1030,19.6,1084,912,172,0,202,9,0,13246,"84,773",16.6
2596,7291,82,236,31.4,592,382,210,0,74,8,0,7699,"49,276",9.6
2597,7292,56,250,20.4,342,250,92,0,51,5,0,12892,"82,510",16.1
2598,7300,376,1667,21.5,1873,1638,235,0,358,18,0,29366,"187,944",37.6
2599,7301,480,1914,23.4,2804,1954,850,0,448,32,0,49121,"314,377",63.1
2600,7302,137,746,15.8,1212,521,691,0,118,19,0,41198,"263,668",52.7
2601,7303,340,1330,23.7,2036,1357,679,0,315,25,0,37821,"242,056",47.5
2602,7304,742,3707,19.0,4085,2993,1092,0,705,37,0,89122,"570,381",110.2
2603,7305,131,517,24.2,606,514,92,0,125,6,0,12228,"78,258",15.2
2604,7306,485,1773,25.6,2596,1858,738,0,454,31,0,52865,"338,336",65.4
2605,7307,1135,5270,20.2,6237,4803,1434,0,1066,69,0,79721,"510,216",102.5
2606,7310,2095,13463,14.7,11780,8456,2553,771,1980,113,2,261938,"1,676,401",325.2
